key,CPU
14:28:40,2.66
14:28:41,5.07
14:28:42,5.92
14:28:42,6.25
14:28:43,5.61
14:28:44,3.57
14:28:45,5.29
14:28:46,6.35
14:28:47,5.56
14:28:48,6.00
14:28:48,4.95
14:28:49,3.91
14:28:50,7.07
14:28:51,4.82
14:28:52,5.10
14:28:53,5.70
14:28:54,5.15
14:28:54,3.57
14:28:55,5.76
14:28:56,5.95
14:28:57,5.46
14:28:58,5.47
14:28:59,5.41
14:29:00,2.66
14:29:00,4.89
14:29:01,4.43
14:29:02,5.23
14:29:03,4.41
14:29:04,4.81
14:29:04,3.16
14:29:05,4.81
14:29:06,5.70
14:29:07,5.85
14:29:08,5.79
14:29:09,5.49
14:29:10,3.16
14:29:10,4.58
14:29:11,4.10
14:29:12,8.04
14:29:13,5.41
14:29:14,5.65
14:29:15,3.07
14:29:16,4.79
14:29:17,6.03
14:29:18,4.78
14:29:18,5.65
14:29:19,2.72
14:29:20,3.87
14:29:21,5.14
14:29:22,5.59
14:29:23,5.00
14:29:23,5.69
